locus_tag	ftype	length_bp	gene	EC_number	COG	product
CAICOJHJ_00328	CDS	768	yafJ	2.4.2.-	COG0121	Putative glutamine amidotransferase YafJ
CAICOJHJ_00329	CDS	741				hypothetical protein
CAICOJHJ_00330	CDS	759	mepH_1	3.4.-.-	COG0791	Murein DD-endopeptidase MepH
CAICOJHJ_00331	CDS	1740	flhA_1		COG1298	Flagellar biosynthesis protein FlhA
CAICOJHJ_00332	CDS	636	lafU		COG1360	Chemotaxis protein LafU
CAICOJHJ_00333	CDS	1056	dinB	2.7.7.7	COG0389	DNA polymerase IV
CAICOJHJ_00334	CDS	375	yafP	2.3.1.-	COG0454	putative N-acetyltransferase YafP
CAICOJHJ_00335	CDS	1140	rtcB_1	6.5.1.-	COG1690	RNA-splicing ligase RtcB
CAICOJHJ_00336	CDS	615	prfA_1		COG0216	Peptide chain release factor 1
CAICOJHJ_00337	CDS	1458	pepD	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
CAICOJHJ_00338	CDS	459	gpt	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
CAICOJHJ_00339	CDS	1245				hypothetical protein
CAICOJHJ_00340	CDS	402	crl			Sigma factor-binding protein Crl
CAICOJHJ_00341	CDS	1056	phoE		COG3203	Outer membrane pore protein E
CAICOJHJ_00342	CDS	1104	proB	2.7.2.11	COG0263	Glutamate 5-kinase
CAICOJHJ_00343	CDS	1254	proA	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
CAICOJHJ_00344	tRNA	76				tRNA-Thr(cgt)
CAICOJHJ_00345	CDS	339	intS_1		COG0582	Prophage integrase IntS
CAICOJHJ_00346	CDS	525	mprA_1		COG1846	Transcriptional repressor MprA
CAICOJHJ_00347	CDS	4131	hbp	3.4.21.-		Hemoglobin-binding protease hbp autotransporter
CAICOJHJ_00348	CDS	216				hypothetical protein
CAICOJHJ_00349	CDS	615	yagU		COG3477	Inner membrane protein YagU
CAICOJHJ_00350	CDS	711	ecpE			putative fimbrial chaperone EcpE
CAICOJHJ_00351	CDS	1644	ecpD			Fimbria adhesin EcpD
CAICOJHJ_00352	CDS	2526	ecpC			putative outer membrane usher protein EcpC
CAICOJHJ_00353	CDS	669	ecpB			putative fimbrial chaperone EcpB
CAICOJHJ_00354	CDS	588	ecpA			Common pilus major fimbrillin subunit EcpA
CAICOJHJ_00355	CDS	543	ecpR			HTH-type transcriptional regulator EcpR
CAICOJHJ_00356	CDS	141	ykgO		COG0257	50S ribosomal protein L36 2
CAICOJHJ_00357	CDS	267	ykgM		COG0254	50S ribosomal protein L31 type B
CAICOJHJ_00358	CDS	102	ykgR			putative membrane protein YkgR
CAICOJHJ_00359	CDS	990		1.-.-.-		NADH oxidase
CAICOJHJ_00360	CDS	921	ycjY_1		COG1073	putative protein YcjY
CAICOJHJ_00361	CDS	927	pgrR_1			HTH-type transcriptional regulator PgrR
CAICOJHJ_00362	CDS	894	pgrR_2			HTH-type transcriptional regulator PgrR
CAICOJHJ_00363	CDS	990	iolS_1	1.1.1.-	COG0667	Aldo-keto reductase IolS
CAICOJHJ_00364	CDS	852	yvgN_1	1.1.1.-	COG0656	Glyoxal reductase
CAICOJHJ_00365	CDS	4251				Invasin
CAICOJHJ_00366	CDS	858	rob_1		COG2207	Right origin-binding protein
CAICOJHJ_00367	CDS	870	ytbE	1.-.-.-	COG0656	putative oxidoreductase YtbE
CAICOJHJ_00368	CDS	594	rclC		COG3059	Inner membrane protein RclC
CAICOJHJ_00369	CDS	1326	rclA		COG1249	putative pyridine nucleotide-disulfide oxidoreductase RclA
CAICOJHJ_00370	CDS	855	rclR_1		COG2207	RCS-specific HTH-type transcriptional activator RclR
CAICOJHJ_00371	CDS	720	lutA_1		COG0247	Lactate utilization protein A
CAICOJHJ_00372	CDS	1428	lutB		COG1139	Lactate utilization protein B
CAICOJHJ_00373	CDS	696	lutC		COG1556	Lactate utilization protein C
CAICOJHJ_00374	CDS	669				hypothetical protein
CAICOJHJ_00375	CDS	2298	tibA			Adhesin/invasin TibA autotransporter
CAICOJHJ_00376	CDS	762				hypothetical protein
CAICOJHJ_00377	CDS	141				hypothetical protein
CAICOJHJ_00378	CDS	795				hypothetical protein
CAICOJHJ_00379	CDS	564	xerD_1		COG4974	Tyrosine recombinase XerD
CAICOJHJ_00380	CDS	282				hypothetical protein
CAICOJHJ_00381	CDS	1671	betA	1.1.99.1	COG2303	Oxygen-dependent choline dehydrogenase
CAICOJHJ_00382	CDS	1473	betB	1.2.1.8	COG1012	NAD/NADP-dependent betaine aldehyde dehydrogenase
CAICOJHJ_00383	CDS	588	betI		COG1309	HTH-type transcriptional regulator BetI
CAICOJHJ_00384	CDS	2034	betT		COG1292	High-affinity choline transport protein
CAICOJHJ_00385	CDS	1089	pdeL	3.1.4.52	COG2200	Cyclic di-GMP phosphodiesterase PdeL
CAICOJHJ_00386	CDS	933	yahB_1			putative HTH-type transcriptional regulator YahB
CAICOJHJ_00387	CDS	498				hypothetical protein
CAICOJHJ_00388	CDS	606				hypothetical protein
CAICOJHJ_00389	CDS	864				hypothetical protein
CAICOJHJ_00390	CDS	1548	fdrA_1		COG0074	Protein FdrA
CAICOJHJ_00391	CDS	1500				hypothetical protein
CAICOJHJ_00392	CDS	951	arcC2	2.7.2.2		Carbamate kinase 2
CAICOJHJ_00393	CDS	1383	atzC	3.5.4.42		N-isopropylammelide isopropyl amidohydrolase
CAICOJHJ_00394	CDS	1050	yahK	1.1.1.2	COG1064	Aldehyde reductase YahK
CAICOJHJ_00395	tRNA	81				tRNA-Ser(gga)
CAICOJHJ_00396	CDS	636	rhtC_1		COG1280	Threonine efflux protein
CAICOJHJ_00397	CDS	276	bhsA_1			Multiple stress resistance protein BhsA
CAICOJHJ_00398	CDS	1587	prpR		COG1221	Propionate catabolism operon regulatory protein
CAICOJHJ_00399	CDS	891	prpB	4.1.3.30	COG2513	2-methylisocitrate lyase
CAICOJHJ_00400	CDS	1170	prpC	2.3.3.5	COG0372	2-methylcitrate synthase
CAICOJHJ_00401	CDS	1452	prpD	4.2.1.79	COG2079	2-methylcitrate dehydratase
CAICOJHJ_00402	CDS	1887	acs_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
CAICOJHJ_00403	CDS	1260	codB_1		COG1457	Cytosine permease
CAICOJHJ_00404	CDS	1284	codA	3.5.4.1	COG0402	Cytosine deaminase
CAICOJHJ_00405	CDS	621	lacA	2.3.1.18	COG0110	Galactoside O-acetyltransferase
CAICOJHJ_00406	CDS	1254	lacY			Lactose permease
CAICOJHJ_00407	CDS	3075	lacZ	3.2.1.23	COG3250	Beta-galactosidase
CAICOJHJ_00408	CDS	1092	lacI		COG1609	Lactose operon repressor
CAICOJHJ_00409	CDS	540				hypothetical protein
CAICOJHJ_00410	CDS	834	frmB	3.1.2.12	COG0627	S-formylglutathione hydrolase FrmB
CAICOJHJ_00411	CDS	1110	frmA	1.1.1.284	COG1062	S-(hydroxymethyl)glutathione dehydrogenase
CAICOJHJ_00412	CDS	276	frmR		COG1937	Transcriptional repressor FrmR
CAICOJHJ_00413	CDS	774				hypothetical protein
CAICOJHJ_00414	CDS	525	glmU_1			Bifunctional protein GlmU
CAICOJHJ_00415	CDS	1197	icaA_1	2.4.1.-	COG1215	Poly-beta-1,6-N-acetyl-D-glucosamine synthase
CAICOJHJ_00416	CDS	672	bshB1_1	3.5.1.-	COG2120	N-acetyl-alpha-D-glucosaminyl L-malate deacetylase 1
CAICOJHJ_00417	CDS	963	tauA		COG4521	Taurine-binding periplasmic protein
CAICOJHJ_00418	CDS	768	tauB	3.6.3.36	COG4525	Taurine import ATP-binding protein TauB
CAICOJHJ_00419	CDS	828	ssuC_1		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
CAICOJHJ_00420	CDS	852	tauD	1.14.11.17	COG2175	Alpha-ketoglutarate-dependent taurine dioxygenase
CAICOJHJ_00421	CDS	975	hemB	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
CAICOJHJ_00422	CDS	2988	prn		COG3468	Pertactin autotransporter
CAICOJHJ_00423	CDS	624				hypothetical protein
CAICOJHJ_00424	CDS	1158	ampH	3.4.-.-	COG1680	D-alanyl-D-alanine-carboxypeptidase/endopeptidase AmpH
CAICOJHJ_00425	CDS	1221	sbmA		COG1133	Peptide antibiotic transporter SbmA
CAICOJHJ_00426	CDS	1095				hypothetical protein
CAICOJHJ_00427	CDS	309	yaiY			Inner membrane protein YaiY
CAICOJHJ_00428	CDS	213				hypothetical protein
CAICOJHJ_00429	CDS	1095	ddlA	6.3.2.4	COG1181	D-alanine--D-alanine ligase A
CAICOJHJ_00430	CDS	261	iraP			Anti-adapter protein IraP
CAICOJHJ_00431	CDS	1416	phoA	3.1.3.1	COG1785	Alkaline phosphatase
CAICOJHJ_00432	CDS	321	psiF			Phosphate starvation-inducible protein PsiF
CAICOJHJ_00433	CDS	1116	dgcC	2.7.7.65		putative diguanylate cyclase DgcC
CAICOJHJ_00434	CDS	810	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
CAICOJHJ_00435	CDS	459				hypothetical protein
CAICOJHJ_00436	CDS	525	aroL	2.7.1.71	COG0703	Shikimate kinase 2
CAICOJHJ_00437	CDS	192	yaiA			putative protein YaiA
CAICOJHJ_00438	CDS	678				hypothetical protein
CAICOJHJ_00439	CDS	285	ppnP	2.4.2.1	COG3123	Pyrimidine/purine nucleoside phosphorylase
CAICOJHJ_00440	CDS	183				hypothetical protein
CAICOJHJ_00441	CDS	978	rdgC		COG2974	Recombination-associated protein RdgC
CAICOJHJ_00442	CDS	909	mak_1	2.7.1.4	COG1940	Fructokinase
CAICOJHJ_00443	CDS	1269	araJ		COG2814	Putative transporter AraJ
CAICOJHJ_00444	CDS	3144	sbcC		COG0419	Nuclease SbcCD subunit C
CAICOJHJ_00445	CDS	1203	sbcD		COG0420	Nuclease SbcCD subunit D
CAICOJHJ_00446	CDS	690	phoB		COG0745	Phosphate regulon transcriptional regulatory protein PhoB
CAICOJHJ_00447	CDS	1296	phoR	2.7.13.3		Phosphate regulon sensor protein PhoR
CAICOJHJ_00448	CDS	1320	brnQ		COG1114	Branched-chain amino acid transport system 2 carrier protein
CAICOJHJ_00449	CDS	1374	proY		COG1113	Proline-specific permease ProY
CAICOJHJ_00450	CDS	1818	malZ	3.2.1.20	COG0366	Maltodextrin glucosidase
CAICOJHJ_00451	CDS	582	acpH	3.1.4.14	COG3124	Acyl carrier protein phosphodiesterase
CAICOJHJ_00452	CDS	1071	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
CAICOJHJ_00453	CDS	1128	tgt	2.4.2.29	COG0343	Queuine tRNA-ribosyltransferase
CAICOJHJ_00454	CDS	333	yajC		COG1862	Sec translocon accessory complex subunit YajC
CAICOJHJ_00455	CDS	1815	secD		COG0342	Protein translocase subunit SecD
CAICOJHJ_00456	CDS	972	secF		COG0341	Protein translocase subunit SecF
CAICOJHJ_00457	CDS	348				hypothetical protein
CAICOJHJ_00458	CDS	885	tsx_1		COG3248	Nucleoside-specific channel-forming protein Tsx
CAICOJHJ_00459	CDS	540	yajI			putative lipoprotein YajI
CAICOJHJ_00460	CDS	450	nrdR		COG1327	Transcriptional repressor NrdR
CAICOJHJ_00461	CDS	1104	ribD		COG0117	Riboflavin biosynthesis protein RibD
CAICOJHJ_00462	CDS	471	ribE	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
CAICOJHJ_00463	CDS	420	nusB		COG0781	Transcription antitermination protein NusB
CAICOJHJ_00464	CDS	978	thiL	2.7.4.16	COG0611	Thiamine-monophosphate kinase
CAICOJHJ_00465	CDS	519	pgpA	3.1.3.27	COG1267	Phosphatidylglycerophosphatase A
CAICOJHJ_00466	CDS	975	iolS_2	1.1.1.-	COG0667	Aldo-keto reductase IolS
CAICOJHJ_00467	CDS	1863	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
CAICOJHJ_00468	CDS	900	ispA	2.5.1.10	COG0142	Farnesyl diphosphate synthase
CAICOJHJ_00469	CDS	243	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
CAICOJHJ_00470	CDS	1449	thiI	2.8.1.4	COG0301	tRNA sulfurtransferase
CAICOJHJ_00471	CDS	591	yajL	3.1.2.-	COG0693	Protein/nucleic acid deglycase 3
CAICOJHJ_00472	CDS	912	panE	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
CAICOJHJ_00473	CDS	492				hypothetical protein
CAICOJHJ_00474	CDS	1365	yajR		COG0477	Inner membrane transport protein YajR
CAICOJHJ_00475	CDS	891	cyoE	2.5.1.-	COG0109	Protoheme IX farnesyltransferase
CAICOJHJ_00476	CDS	330	cyoD		COG3125	Cytochrome bo(3) ubiquinol oxidase subunit 4
CAICOJHJ_00477	CDS	615	cyoC		COG1845	Cytochrome bo(3) ubiquinol oxidase subunit 3
CAICOJHJ_00478	CDS	1992	cyoB	1.10.3.10	COG0843	Cytochrome bo(3) ubiquinol oxidase subunit 1
CAICOJHJ_00479	CDS	948	cyoA		COG1622	Cytochrome bo(3) ubiquinol oxidase subunit 2
CAICOJHJ_00480	CDS	1476	ampG_1		COG0477	Protein AmpG
CAICOJHJ_00481	CDS	579				hypothetical protein
CAICOJHJ_00482	CDS	315	bolA		COG0271	DNA-binding transcriptional regulator BolA
CAICOJHJ_00483	CDS	1299	tig	5.2.1.8		Trigger factor
CAICOJHJ_00484	CDS	624	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
CAICOJHJ_00485	CDS	1275	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
CAICOJHJ_00486	CDS	2355	lon_1	3.4.21.53	COG0466	Lon protease
CAICOJHJ_00487	CDS	273	hupB		COG0776	DNA-binding protein HU-beta
CAICOJHJ_00488	CDS	1872	ppiD	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase D
CAICOJHJ_00489	CDS	372			COG1555	putative protein
CAICOJHJ_00490	CDS	399	fadM	3.1.2.-	COG0824	Long-chain acyl-CoA thioesterase FadM
CAICOJHJ_00491	CDS	696	queC_1	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
CAICOJHJ_00492	CDS	1701	sgrR_2		COG4533	HTH-type transcriptional regulator SgrR
CAICOJHJ_00493	CDS	819	cof	3.6.1.-	COG0561	HMP-PP phosphatase
CAICOJHJ_00494	CDS	459				hypothetical protein
CAICOJHJ_00495	CDS	459	decR		COG1522	DNA-binding transcriptional activator DecR
CAICOJHJ_00496	CDS	1773	yheI	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
CAICOJHJ_00497	CDS	1782	mdlB	3.6.3.44	COG1132	Multidrug resistance-like ATP-binding protein MdlB
CAICOJHJ_00498	CDS	339	glnK		COG0347	Nitrogen regulatory protein P-II 2
CAICOJHJ_00499	CDS	1287	amtB			Ammonia channel
CAICOJHJ_00500	CDS	861	tesB	3.1.2.-	COG1946	Acyl-CoA thioesterase 2
CAICOJHJ_00501	CDS	573	ybaY		COG3126	putative lipoprotein YbaY
CAICOJHJ_00502	CDS	312	atl		COG3695	DNA base-flipping protein
CAICOJHJ_00503	CDS	354	ybaA		COG5507	putative protein YbaA
CAICOJHJ_00504	CDS	1551	pdeB	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeB
CAICOJHJ_00505	CDS	471	ylaC			Inner membrane protein YlaC
CAICOJHJ_00506	CDS	552	maa	2.3.1.79	COG0110	Maltose O-acetyltransferase
CAICOJHJ_00507	CDS	219	hha			Hemolysin expression-modulating protein Hha
CAICOJHJ_00508	CDS	375	tomB			Hha toxicity modulator TomB
CAICOJHJ_00509	CDS	3150	acrB_1		COG0841	Multidrug efflux pump subunit AcrB
CAICOJHJ_00510	CDS	1194	acrA			Multidrug efflux pump subunit AcrA
CAICOJHJ_00511	CDS	648	acrR_1		COG1309	HTH-type transcriptional regulator AcrR
CAICOJHJ_00512	CDS	3363	mscK		COG3264	Mechanosensitive channel MscK
CAICOJHJ_00513	CDS	162				hypothetical protein
CAICOJHJ_00514	CDS	528	priC		COG3923	Primosomal replication protein N''
CAICOJHJ_00515	CDS	378	ybaN		COG2832	Inner membrane protein YbaN
CAICOJHJ_00516	CDS	552	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
CAICOJHJ_00517	CDS	1932	dnaX	2.7.7.7	COG2812	DNA polymerase III subunit tau
CAICOJHJ_00518	CDS	330	ybaB		COG0718	Nucleoid-associated protein YbaB
CAICOJHJ_00519	CDS	606	recR		COG0353	Recombination protein RecR
CAICOJHJ_00520	CDS	1875	htpG		COG0326	Chaperone protein HtpG
CAICOJHJ_00521	CDS	645	adk	2.7.4.3	COG0563	Adenylate kinase
CAICOJHJ_00522	CDS	963	hemH	4.99.1.1	COG0276	Ferrochelatase
CAICOJHJ_00523	CDS	960	aes	3.1.1.-	COG0657	Acetyl esterase
CAICOJHJ_00524	CDS	1305	gsk	2.7.1.73	COG0524	Inosine-guanosine kinase
CAICOJHJ_00525	CDS	1677	ybaL		COG1226	Putative cation/proton antiporter YbaL
CAICOJHJ_00526	CDS	1221	fsr			Fosmidomycin resistance protein
CAICOJHJ_00527	CDS	1653	ushA		COG0737	Protein UshA
CAICOJHJ_00528	CDS	480	ybaK	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
CAICOJHJ_00529	CDS	795				hypothetical protein
CAICOJHJ_00530	CDS	342	ybaQ		COG3093	putative HTH-type transcriptional regulator YbaQ
CAICOJHJ_00531	CDS	2505	copA	3.6.3.54	COG2217	Copper-exporting P-type ATPase
CAICOJHJ_00532	CDS	933	glsA1	3.5.1.2	COG2066	Glutaminase 1
CAICOJHJ_00533	CDS	1293	ybaT		COG0531	Inner membrane transport protein YbaT
CAICOJHJ_00534	CDS	408	cueR		COG0789	HTH-type transcriptional regulator CueR
CAICOJHJ_00535	CDS	1224				hypothetical protein
CAICOJHJ_00536	CDS	459	ybbJ		COG1585	Inner membrane protein YbbJ
CAICOJHJ_00537	CDS	918	qmcA		COG0330	Protein QmcA
CAICOJHJ_00538	CDS	678	fetA	3.6.3.-	COG4619	putative iron export ATP-binding protein FetA
CAICOJHJ_00539	CDS	258	fetB_1		COG0390	putative iron export permease protein FetB
CAICOJHJ_00540	CDS	555	fetB_2		COG0390	putative iron export permease protein FetB
CAICOJHJ_00541	CDS	855	ybbN		COG3118	putative protein YbbN
CAICOJHJ_00542	CDS	771		1.-.-.-	COG4221	putative oxidoreductase
CAICOJHJ_00543	CDS	594	tesA	3.1.2.2	COG2755	Thioesterase 1/protease 1/lysophospholipase L1
CAICOJHJ_00544	CDS	687	lolD_1	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
CAICOJHJ_00545	CDS	2415				hypothetical protein
CAICOJHJ_00546	CDS	1086	selU	2.9.1.-	COG2603	tRNA 2-selenouridine synthase
CAICOJHJ_00547	CDS	927	allS			HTH-type transcriptional activator AllS
CAICOJHJ_00548	CDS	483	allA	4.3.2.3	COG3194	Ureidoglycolate lyase
CAICOJHJ_00549	CDS	816	allR		COG1414	HTH-type transcriptional repressor AllR
CAICOJHJ_00550	CDS	1782	gcl	4.1.1.47	COG3960	Glyoxylate carboligase
CAICOJHJ_00551	CDS	777	hyi	5.3.1.22	COG3622	Hydroxypyruvate isomerase
CAICOJHJ_00552	CDS	879	glxR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
CAICOJHJ_00553	CDS	1455	ybbW		COG1953	Putative allantoin permease
CAICOJHJ_00554	CDS	1362	allB	3.5.2.5	COG0044	Allantoinase
CAICOJHJ_00555	CDS	1302	ybbY		COG2233	Putative purine permease YbbY
CAICOJHJ_00556	CDS	1146	glxK	2.7.1.31	COG1929	Glycerate 3-kinase
CAICOJHJ_00557	CDS	786	allE	3.5.3.26	COG3257	(S)-ureidoglycine aminohydrolase
CAICOJHJ_00558	CDS	1236	allC	3.5.3.9	COG0624	Allantoate amidohydrolase
CAICOJHJ_00559	CDS	1050	allD	1.1.1.350	COG2055	Ureidoglycolate dehydrogenase (NAD(+))
CAICOJHJ_00560	CDS	1668	fdrA_2		COG0074	Protein FdrA
CAICOJHJ_00561	CDS	1260				hypothetical protein
CAICOJHJ_00562	CDS	816				hypothetical protein
CAICOJHJ_00563	CDS	894	arcC1_1	2.7.2.2	COG0549	Carbamate kinase 1
CAICOJHJ_00564	CDS	1068	purK	6.3.4.18	COG0026	N5-carboxyaminoimidazole ribonucleotide synthase
CAICOJHJ_00565	CDS	510	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
CAICOJHJ_00566	CDS	330				hypothetical protein
CAICOJHJ_00567	CDS	723	lpxH	3.6.1.54	COG2908	UDP-2,3-diacylglucosamine hydrolase
CAICOJHJ_00568	CDS	495	ppiB	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase B
CAICOJHJ_00569	CDS	1386	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
CAICOJHJ_00570	CDS	408	ybcI		COG1988	Inner membrane protein YbcI
CAICOJHJ_00571	CDS	213	ybcJ		COG2501	putative protein YbcJ
CAICOJHJ_00572	CDS	867	folD		COG0190	Bifunctional protein FolD protein
CAICOJHJ_00573	tRNA	77				tRNA-Arg(tct)
CAICOJHJ_00574	CDS	300				hypothetical protein
CAICOJHJ_00575	CDS	657				hypothetical protein
CAICOJHJ_00576	CDS	954	ompT	3.4.23.49	COG4571	Protease 7
CAICOJHJ_00577	CDS	891				hypothetical protein
CAICOJHJ_00578	CDS	2973	nfrA		COG0457	Bacteriophage adsorption protein A
CAICOJHJ_00579	CDS	2163				hypothetical protein
CAICOJHJ_00580	CDS	1443	cusS	2.7.13.3	COG0642	Sensor kinase CusS
CAICOJHJ_00581	CDS	684	cusR		COG0745	Transcriptional regulatory protein CusR
CAICOJHJ_00582	CDS	1383	cusC_1		COG1538	Cation efflux system protein CusC
CAICOJHJ_00583	CDS	333	cusF		COG5569	Cation efflux system protein CusF
CAICOJHJ_00584	CDS	1224	cusB			Cation efflux system protein CusB
CAICOJHJ_00585	CDS	3144	cusA		COG3696	Cation efflux system protein CusA
CAICOJHJ_00586	CDS	1383	pheP		COG1113	Phenylalanine-specific permease
CAICOJHJ_00587	CDS	1248	ybdG		COG0668	Miniconductance mechanosensitive channel YbdG
CAICOJHJ_00588	CDS	654	nfsB	1.-.-.-	COG0778	Oxygen-insensitive NAD(P)H nitroreductase
CAICOJHJ_00589	CDS	384	yjbR_1		COG2315	putative protein YjbR
CAICOJHJ_00590	CDS	249				hypothetical protein
CAICOJHJ_00591	CDS	1119	ybdK	6.3.2.2	COG2170	Putative glutamate--cysteine ligase 2
CAICOJHJ_00592	CDS	153	hokA_1			Protein HokA
CAICOJHJ_00593	CDS	744	entD	2.7.8.-	COG2977	Enterobactin synthase component D
CAICOJHJ_00594	CDS	2241	fepA_1		COG4771	Ferrienterobactin receptor
CAICOJHJ_00595	CDS	1203	fes_1		COG2382	Enterochelin esterase
CAICOJHJ_00596	CDS	219	ybdZ		COG3251	Enterobactin biosynthesis protein YbdZ
CAICOJHJ_00597	CDS	3882	entF	2.7.7.-	COG1020	Enterobactin synthase component F
CAICOJHJ_00598	CDS	1134	fepE		COG3765	Ferric enterobactin transport protein FepE
CAICOJHJ_00599	CDS	816	fepC_2		COG1120	Ferric enterobactin transport ATP-binding protein FepC
CAICOJHJ_00600	CDS	993	fepG		COG4779	Ferric enterobactin transport system permease protein FepG
CAICOJHJ_00601	CDS	1005	fepD		COG0609	Ferric enterobactin transport system permease protein FepD
CAICOJHJ_00602	CDS	1251	entS		COG0477	Enterobactin exporter EntS
CAICOJHJ_00603	CDS	957	fepB		COG4592	Ferrienterobactin-binding periplasmic protein
CAICOJHJ_00604	CDS	1176	entC	5.4.4.2	COG1169	Isochorismate synthase EntC
CAICOJHJ_00605	CDS	1611	entE	6.3.2.14	COG1021	Enterobactin synthase component E
CAICOJHJ_00606	CDS	858	entB	6.3.2.14	COG1535	Enterobactin synthase component B
CAICOJHJ_00607	CDS	747	entA	1.3.1.28	COG1028	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase
CAICOJHJ_00608	CDS	414	entH	3.1.2.-	COG2050	Proofreading thioesterase EntH
CAICOJHJ_00609	CDS	2106	cstA		COG1966	Peptide transporter CstA
CAICOJHJ_00610	CDS	198				hypothetical protein
CAICOJHJ_00611	CDS	1089	hcxA	1.1.1.-	COG0371	Hydroxycarboxylate dehydrogenase A
CAICOJHJ_00612	CDS	1161	ybdL	2.6.1.88	COG0436	Methionine aminotransferase
CAICOJHJ_00613	CDS	630	ybdM_1		COG1475	putative protein YbdM
CAICOJHJ_00614	CDS	1221	cysH_1	1.8.4.8		Phosphoadenosine phosphosulfate reductase
CAICOJHJ_00615	CDS	903	ybdO			putative HTH-type transcriptional regulator YbdO
CAICOJHJ_00616	CDS	747	dsbG		COG1651	Thiol:disulfide interchange protein DsbG
CAICOJHJ_00617	CDS	564	ahpC	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
CAICOJHJ_00618	CDS	1596	ahpF	1.8.1.-	COG3634	Alkyl hydroperoxide reductase subunit F
CAICOJHJ_00619	CDS	429	uspG		COG0589	Universal stress protein UP12
CAICOJHJ_00620	CDS	90				hypothetical protein
CAICOJHJ_00621	CDS	411	rnk		COG0782	Regulator of nucleoside diphosphate kinase
CAICOJHJ_00622	CDS	807	rna	3.1.27.6	COG3719	Ribonuclease I
CAICOJHJ_00623	CDS	1464	ttdT_1		COG0471	L-tartrate/succinate antiporter
CAICOJHJ_00624	CDS	879	citG	2.4.2.52	COG1767	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
CAICOJHJ_00625	CDS	552	citX	2.7.7.61	COG3697	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase
CAICOJHJ_00626	CDS	1533	citF	4.1.3.6	COG3051	Citrate lyase alpha chain
CAICOJHJ_00627	CDS	909	citE	4.1.3.6	COG2301	Citrate lyase subunit beta
CAICOJHJ_00628	CDS	297	citD		COG3052	Citrate lyase acyl carrier protein
CAICOJHJ_00629	CDS	1059	citC	6.2.1.22	COG3053	[Citrate [pro-3S]-lyase] ligase
CAICOJHJ_00630	CDS	1659	dpiB	2.7.13.3	COG3290	Sensor histidine kinase DpiB
CAICOJHJ_00631	CDS	681	dpiA		COG4565	Transcriptional regulatory protein DpiA
CAICOJHJ_00632	CDS	1386	dcuD		COG3069	Putative cryptic C4-dicarboxylate transporter DcuD
CAICOJHJ_00633	CDS	561	pagP	2.3.1.251		Lipid A palmitoyltransferase PagP
CAICOJHJ_00634	CDS	210	cspE		COG1278	Cold shock-like protein CspE
CAICOJHJ_00635	CDS	384	crcB		COG0239	Putative fluoride ion transporter CrcB
CAICOJHJ_00636	CDS	789	ybeM	3.5.1.-		Deaminated glutathione amidase
CAICOJHJ_00637	CDS	204	tatE		COG1826	Sec-independent protein translocase protein TatE
CAICOJHJ_00638	CDS	966	lipA	2.8.1.8	COG0320	Lipoyl synthase
CAICOJHJ_00639	CDS	189				hypothetical protein
CAICOJHJ_00640	CDS	642	lipB	2.3.1.181	COG0321	Octanoyltransferase
CAICOJHJ_00641	CDS	264				hypothetical protein
CAICOJHJ_00642	CDS	1212	dacA	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacA
CAICOJHJ_00643	CDS	1089	rlpA	4.2.2.-	COG0797	Endolytic peptidoglycan transglycosylase RlpA
CAICOJHJ_00644	CDS	1113	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
